"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"41",0,0,0,1,0,1,1,1,0,1,0,0,1,1,1
"42",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"43",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"44",0,0,0,0,1,1,0,1,1,1,0,0,1,0,1
"45",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"46",0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
"47",0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
"48",0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
"49",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"50",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"51",0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
"52",0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
"53",0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
"54",0,0,0,0,1,1,1,0,1,1,0,1,1,0,1
"55",0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
"56",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"57",0,0,0,1,0,1,0,0,1,1,0,1,1,0,0
"58",1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
"59",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"60",0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
"61",1,0,0,1,0,0,1,1,1,1,0,1,1,0,1
"62",0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
"63",0,0,1,0,1,1,0,1,1,1,0,1,1,0,0
"64",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"65",0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
"66",0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
"67",0,0,0,0,1,1,1,1,0,1,0,1,1,1,1
"68",0,0,1,0,0,1,1,1,0,1,0,1,1,1,1
"69",0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
"70",0,0,0,0,1,1,1,1,0,1,1,1,1,1,0
"71",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"72",0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"73",0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
"74",0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
"75",0,0,0,1,1,0,1,0,0,1,0,1,1,1,1
"76",0,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"77",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"78",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
"79",0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
"80",0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
"81",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"82",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
"83",1,0,1,1,0,0,1,0,1,1,0,1,1,1,1
"84",1,0,0,0,0,1,1,0,0,1,0,1,1,1,1
"85",0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
"86",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
"87",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"88",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"89",0,0,1,0,0,1,1,1,1,1,0,1,1,1,1
"90",1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
"91",1,0,0,0,0,1,1,0,1,1,0,1,1,1,1
"92",0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
"93",0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
"94",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"95",0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
"96",0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
"97",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"98",1,0,0,0,0,1,1,1,1,1,1,0,1,0,1
"99",1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
"100",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"101",0,1,0,0,0,1,1,0,0,1,0,1,1,0,1
"102",0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"103",0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
"104",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
"105",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"106",0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
"107",1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
"108",0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
"109",0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
"110",0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
"111",0,0,1,0,0,1,0,0,1,1,0,1,1,1,1
"112",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
"114",0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
"115",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"116",0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
"117",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"118",0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
"119",0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
"120",0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
"121",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"122",1,0,0,0,0,1,1,0,1,1,0,1,1,0,1
"123",1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"124",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"125",0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
"126",1,0,1,0,0,1,1,0,0,1,0,1,1,1,0
"127",0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
"128",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"129",1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
"130",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"131",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"132",0,0,0,0,1,1,1,0,1,1,0,1,1,1,1
"133",0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
"134",1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
"135",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"136",0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
"137",0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
"138",1,0,0,1,0,0,1,1,1,1,0,1,1,1,0
"139",0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
"140",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
"141",0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
"142",0,0,1,0,1,0,1,0,1,1,0,1,1,1,0
"143",0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
"144",0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
"145",0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"146",1,0,0,1,1,0,1,1,1,1,0,1,1,1,0
"147",0,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"148",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"149",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"150",0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
"151",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
"152",0,0,1,0,0,1,0,1,1,1,0,0,1,1,1
"153",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"154",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"155",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"156",0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
"157",1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
"158",0,0,0,0,1,1,0,1,1,1,0,1,1,1,0
"159",0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
"160",0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
"161",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"162",0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
"163",1,0,0,0,0,1,1,1,1,1,0,1,1,1,1
"164",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"165",0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
"166",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"167",0,0,0,1,0,0,1,0,0,1,0,1,1,1,1
"168",0,0,0,1,1,1,0,1,1,1,0,0,1,1,1
"169",0,0,0,0,0,1,1,0,0,1,0,1,1,0,1
"170",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"171",0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
"172",0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"173",1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
"174",0,0,1,0,1,1,0,0,0,1,0,1,1,0,0
"175",0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
"176",0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
"177",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"178",0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
"179",0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
"180",0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"181",0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
"182",0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
"183",0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"184",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"185",0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"186",0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
"187",0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
"188",1,0,0,0,0,1,1,0,1,1,1,1,1,0,0
"189",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"190",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"191",0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
"192",0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
"193",0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
"194",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"195",0,0,0,1,1,1,1,0,0,1,0,1,1,1,1
"196",1,0,0,0,1,1,0,1,0,1,0,1,1,1,1
"197",1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"198",1,0,0,0,1,1,0,1,1,1,0,1,1,1,0
"199",0,0,0,1,0,1,0,0,1,1,1,1,1,1,1
"200",1,0,0,1,1,1,0,1,1,1,0,1,1,1,1
"201",0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
"202",0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
"203",1,0,0,0,0,1,1,1,0,1,0,0,1,1,1
"204",1,0,1,0,0,0,0,1,1,1,0,1,1,1,1
"205",0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
"206",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
"207",1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
"208",0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"209",0,0,0,1,1,1,1,1,1,1,0,0,1,1,0
"210",1,0,1,0,0,1,1,1,0,1,0,1,1,1,1
"211",0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
"212",0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
"213",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
"214",0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
"215",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"216",0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"217",0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
"218",0,0,1,1,1,1,0,0,0,1,0,1,0,1,1
"219",0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
"220",1,0,0,0,1,0,0,0,1,1,0,0,1,1,1
"221",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"222",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"223",1,0,0,0,1,0,1,1,0,1,0,1,1,1,1
"224",0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
"225",0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
"226",1,0,1,0,1,1,1,0,1,1,0,1,1,1,0
"227",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"228",0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
"229",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"230",0,0,0,0,1,1,1,1,0,1,0,1,1,1,0
"231",1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
"232",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"233",1,0,0,1,0,0,1,1,0,1,0,1,1,1,1
"234",0,0,0,0,1,0,0,1,0,1,0,1,1,0,1
"235",0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"236",0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"237",0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
"238",0,0,0,0,0,1,1,0,1,1,0,1,1,1,1
"239",0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"240",0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
"241",0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
"242",0,0,0,0,1,1,1,1,1,1,0,1,1,0,0
"243",0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
"244",0,0,0,0,1,1,0,1,1,1,0,1,1,1,1
"245",0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
"246",0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
"247",0,0,0,0,0,1,1,1,0,1,0,0,1,1,0
"248",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"249",1,0,0,0,0,1,1,1,0,1,1,0,1,1,1
"250",0,0,0,1,1,0,1,0,0,1,0,1,1,1,0
"251",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
"252",0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
"253",0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
"254",0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
"255",0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
"256",0,0,1,1,0,1,1,1,0,1,0,1,1,1,1
"257",0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
"258",1,0,0,0,0,0,1,0,0,1,1,1,1,0,1
"259",0,0,1,0,1,1,0,1,1,1,0,1,1,1,1
"260",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"261",0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
"262",1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
"263",1,0,1,1,1,1,1,1,0,1,0,1,1,0,1
"264",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"265",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"266",0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
"267",0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
"268",1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
"269",1,0,1,0,1,1,1,1,1,1,0,1,1,1,0
"270",1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
"271",0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
"272",0,1,0,0,1,0,1,0,0,1,0,1,1,1,0
"273",0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
"274",0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
"275",0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"276",0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
"277",1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
"278",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"279",0,0,0,0,0,1,1,1,0,1,1,1,1,0,1
"280",0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
"281",0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
"282",0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
"283",1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
"284",0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"285",0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
"286",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"287",0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
"288",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"289",1,0,0,0,1,1,0,1,1,1,1,1,1,1,1
"290",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"291",0,0,0,0,1,1,1,1,0,1,0,0,1,1,0
"292",0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
"293",0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
"294",0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
"295",0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
"296",0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
"297",0,0,0,0,1,0,0,1,0,1,0,1,1,1,1
"298",0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"299",0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
"300",0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
"301",0,0,0,1,0,1,1,0,0,1,1,1,1,0,1
"302",0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
"303",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"304",0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
"305",0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
"306",0,0,1,0,0,0,1,1,1,1,0,1,1,1,0
"307",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"308",0,0,1,0,0,1,0,1,0,1,0,1,1,1,1
"309",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"310",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
"311",0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
"312",0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
"313",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"314",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"315",1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
"316",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"317",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"318",0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"319",0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
"320",0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
"321",0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
"322",0,0,0,1,1,1,0,0,1,1,0,1,1,1,0
"323",0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"324",0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
"325",0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"326",0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
"327",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"328",0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
"329",0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
"330",0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
"331",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"332",0,0,0,0,1,1,0,0,0,1,0,1,1,0,1
"333",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"334",1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
"335",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"336",0,0,0,0,0,1,1,1,0,1,0,0,1,1,1
"337",0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
"338",0,0,0,1,1,1,1,0,1,1,1,1,1,1,0
"339",0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
"340",0,0,1,0,1,1,0,1,1,1,0,1,1,1,1
"341",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"342",0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
"343",0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
"344",0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
"345",0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
"346",0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"347",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"348",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"349",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"350",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"351",1,0,1,0,1,1,1,1,0,1,0,1,1,1,1
"352",1,0,0,0,1,0,0,1,1,0,0,1,1,1,1
"353",0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"354",0,0,1,1,0,1,0,1,1,1,0,1,1,0,1
"355",1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
"356",1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
"357",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"358",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"359",1,0,0,0,1,0,1,0,1,0,0,1,1,1,0
"360",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"361",1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
"362",0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
"363",0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
"364",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
"365",0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
"366",0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
"367",1,0,0,1,1,0,0,1,1,1,0,1,1,1,1
"368",0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
"369",0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
"370",1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"371",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"372",0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
"373",0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
"374",0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
"375",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"376",0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
"377",0,0,0,0,0,1,1,0,0,0,0,1,1,1,0
"378",0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
"379",0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
"380",1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"381",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
"382",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"383",1,0,1,1,0,0,1,1,1,1,0,1,1,1,1
"384",0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
"385",0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
"386",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"387",1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
"388",1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
"389",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"390",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"391",0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
"392",0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
"393",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"394",0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
"395",0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
"396",0,0,0,0,1,1,0,1,0,1,1,0,1,1,0
"397",0,0,1,0,1,0,0,1,0,1,0,1,1,0,1
"398",0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
"399",0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
"400",0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
"401",0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
"402",1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"403",0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"404",1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
"405",0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"406",0,0,1,0,1,0,0,0,1,1,0,1,1,0,1
"407",0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
"408",0,0,0,0,0,1,1,0,1,1,0,1,1,1,1
"409",1,0,0,0,0,1,0,1,0,1,0,1,1,1,1
"410",0,0,0,1,0,1,1,1,0,1,0,1,1,1,1
"411",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"412",0,0,0,1,0,1,1,0,1,1,1,0,1,0,1
"413",0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
"414",1,0,0,0,0,1,1,1,0,1,0,1,1,1,1
"415",1,0,0,0,0,1,0,1,0,1,1,1,1,1,0
"416",0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
"417",0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"418",1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
"419",0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
"420",0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
"421",0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
